scenario,seed,rho_break,rho_reached,gamma_break,gamma_reached,rho_bench,gamma_bench,rho_robust,gamma_robust
both_not_robust,0,0.0817226239827072,True,1.4168911402930298,True,0.1934283695055127,2.130998874254432,False,False
both_not_robust,1,0.1001534967649523,True,1.50519138751189,True,0.1934283695055127,2.130998874254432,False,False
